caldt,b5ret,b10ret,t90ret,cpiret,vwretd,vwindd,vwretx,vwindx,corpr,fedfund,bm,svar,baa,aaa,t10y,t5y,t90y,earn,hml,smb,dp
19970630,0.03225,0.048469,0.013973,0.001875,0.166287,1776.448,0.161363,719.2527,0.050723364,5.54,0.184287615,0.00698692,7.7,7.15,6.21,6.11,4.95,40.55,-0.903333333,0.186666667,-4.101770805
19970930,0.030046,0.042015,0.013793,0.005615,0.098136,1950.782,0.093798,786.717,0.050755041,5.5,0.177967857,0.007101407,7.32,6.76,5.81,5.77,5.16,40.64,0.736666667,2.373333333,-4.181987785
19971231,0.023707,0.041176,0.013325,0.00062,0.012647,1975.453,0.008536,793.4326,0.046172014,5.49,0.178800884,0.014275219,7.32,6.72,5.65,5.61,5.03,39.72,2.063333333,-2.66,-4.175323219
19980331,0.015622,0.015765,0.013306,0.005579,0.133445,2239.069,0.129514,896.1931,0.016839774,5.56,0.181140396,0.004659042,7.13,6.53,5.5,5.52,4.98,39.54,-0.176666667,-0.693333333,-4.270616476
19980630,0.018005,0.027171,0.013282,0.004933,0.016336,2275.646,0.012785,907.6507,0.033842528,5.51,0.178060606,0.004670912,7.09,6.4,4.81,4.62,4.61,38.97,0.856666667,-2.233333333,-4.272726886
19980930,0.060403,0.091994,0.014049,0.003681,-0.125027,1991.129,-0.128506,791.0125,0.044684392,4.68,0.203248404,0.021533111,7.23,6.22,4.65,4.45,4.39,38.09,-0.29,-3.523333333,-4.13225605
19981231,-0.002933,-0.007379,0.011368,0.001834,0.212973,2415.186,0.208705,956.1011,0.008494487,4.81,0.173611315,0.010395237,7.53,6.62,5.23,5.14,4.44,37.71,-3.273333333,-0.856666667,-4.310704607
19990331,-0.010929,-0.032582,0.010985,0.006712,0.036797,2504.058,0.033454,988.086,-0.028098889,4.76,0.172897171,0.010031306,8.02,7.23,5.9,5.81,4.57,38.38,-1.76,-3.073333333,-4.337579809
19990630,-0.007779,-0.032888,0.01158,0.007273,0.079589,2703.354,0.075775,1062.958,-0.035638436,5.22,0.154227447,0.008221533,8.2,7.39,5.92,5.8,4.68,41.02,0.443333333,3.49,-4.366225637
19990930,0.012044,0.003251,0.012932,0.010229,-0.062242,2535.092,-0.065339,993.5057,-0.004699617,5.3,0.163684498,0.007046005,8.19,7.55,6.28,6.19,5.2,43.96,-1.82,1.58,-4.288753652
19991231,-0.006874,-0.024904,0.012848,0.002383,0.193436,3025.47,0.18994,1182.212,-0.007934625,5.85,0.147167259,0.007378964,8.37,7.68,6.26,6.5,5.69,48.17,-6.043333333,2.513333333,-4.455510844
20000331,0.021228,0.038547,0.013454,0.017231,0.043908,3158.313,0.041123,1230.828,0.024100344,6.53,0.149973562,0.014885116,8.48,7.67,6.1,6.3,5.69,50.95,-0.946666667,3.26,-4.48885695
20000630,0.01912,0.013619,0.015532,0.00701,-0.049438,3002.174,-0.052101,1166.701,0.004291426,6.52,0.156777962,0.015486962,8.35,7.62,5.8,5.93,6,51.92,0.44,0.34,-4.471541236
20000929,0.03081,0.019969,0.014979,0.00754,0.001962,3008.064,-0.000653,1165.939,0.036387202,6.4,0.153789463,0.004704729,8.02,7.21,5.24,5.17,5.77,53.7,4.51,-1.743333333,-4.489095423
20001229,0.048482,0.066293,0.016189,0.001728,-0.106472,2687.79,-0.10916,1038.665,0.058753145,5.31,0.151851504,0.014139869,7.84,6.98,4.89,4.64,4.42,50,8.093333333,-1.87,-4.399760323
20010330,0.033438,0.018642,0.015623,0.012644,-0.129352,2340.118,-0.131967,901.595,0.046013668,3.97,0.133113551,0.014609127,7.97,7.18,5.28,4.81,3.49,45.44,4.823333333,2.056666667,-4.304440731
20010629,-0.004026,-0.024009,0.011366,0.010215,0.075938,2517.821,0.072618,967.0674,0.005732311,3.07,0.125209433,0.011470826,8.03,7.17,4.73,4.12,2.64,36.79,-0.86,3.05,-4.398172228
20010928,0.059299,0.069691,0.010852,0.001685,-0.160714,2113.172,-0.16381,808.6523,0.03626876,1.82,0.148628588,0.012288667,8.05,6.77,5.09,4.39,1.69,28.31,3.223333333,-2.656666667,-4.224096686
20011231,-0.007015,-0.021786,0.006256,-0.008973,0.1286,2384.927,0.124564,909.3809,0.014861734,1.73,0.131217846,0.007237063,8.11,6.81,5.28,4.74,1.79,24.69,-1.663333333,3.93,-4.330574269
20020328,-0.007983,-0.020713,0.004243,0.011885,0.005686,2398.487,0.002376,911.5416,0.000321039,1.75,0.236833402,0.006766545,7.95,6.63,4.93,4.19,1.7,24.7,2.31,1.44,-4.308723806
20020628,0.051728,0.060126,0.004715,0.006152,-0.12568,2097.045,-0.128968,793.9822,0.044455157,1.75,0.266572502,0.010129311,7.4,6.15,3.87,2.94,1.63,26.74,1.91,2.333333333,-4.170327088
20020930,0.076909,0.111668,0.004636,0.006114,-0.166364,1748.173,-0.170067,658.9516,0.089840701,1.24,0.324555156,0.032118131,7.45,6.21,4.03,3.03,1.19,30.04,0.136666667,-1.723333333,-3.988270108
20021231,0.006978,-0.006461,0.004237,-0.000553,0.079951,1887.942,0.074961,708.3474,0.024379637,1.25,0.295385896,0.01867824,6.95,5.89,3.81,2.78,1.13,27.59,-1.446666667,-0.016666667,-4.058595037
20030331,0.010443,0.011975,0.003135,0.018242,-0.028509,1834.118,-0.032875,685.0607,0.020326997,1.22,0.286117701,0.013867806,6.19,4.97,3.33,2.27,0.92,30.32,-1.486666667,0.643333333,-4.018457178
20030630,0.024129,0.032918,0.003331,-0.002715,0.170227,2146.334,0.164872,798.0081,0.055762166,1.01,0.254488337,0.007290921,6.79,5.72,4.27,3.18,0.94,34.55,0.476666667,2.306666667,-4.117982305
20030930,-0.000923,-0.018612,0.002537,0.008165,0.039111,2230.28,0.03469,825.6909,-0.021256298,0.98,0.246541783,0.004881206,6.6,5.62,4.27,3.27,0.9,38.58,0.3,2.88,-4.107844343
20031231,-0.005371,-0.012726,0.002551,-0.00486,0.12696,2513.437,0.121899,926.3422,-0.001516917,1,0.218739865,0.003220908,6.11,5.33,3.83,2.79,0.94,48.74,2.01,0.566666667,-4.159348413
20040331,0.029556,0.045477,0.002451,0.016821,0.027791,2583.288,0.023889,948.4713,0.049067488,1.03,0.281731466,0.003570793,6.78,6.01,4.73,3.93,1.27,52,0.896666667,1.04,-4.147480539
20040630,-0.033214,-0.045891,0.002386,0.012274,0.010879,2611.391,0.006265,954.4137,-0.051379984,1.61,0.279631603,0.002979306,6.27,5.46,4.13,3.36,1.65,56.15,-0.54,-0.003333333,-4.107601697
20040930,0.02875,0.047592,0.003485,0.001055,-0.015222,2571.639,-0.019358,935.9377,0.069318931,2.16,0.289485302,0.002925606,6.15,5.47,4.23,3.6,2.19,57.77,1.63,-0.8,-4.061660235
20041231,-0.000605,0.006593,0.004696,0.002107,0.104402,2840.123,0.097108,1026.825,0.02167105,2.63,0.270619243,0.00281573,6.06,5.4,4.5,4.17,2.74,58.55,0.36,1.44,-4.002218561
20050331,-0.01297,-0.008384,0.005699,0.015765,-0.02135,2779.486,-0.025588,1000.551,0.003487388,3.04,0.319856889,0.002515739,5.86,4.96,4,3.77,2.97,60.22,1.74,-1.126666667,-3.937805105
20050630,0.030349,0.054399,0.007134,0.006207,0.023475,2844.735,0.018608,1019.169,0.078155272,3.62,0.326979057,0.003227396,6.03,5.13,4.2,4.01,3.42,63.26,0.49,0.506666667,-3.93123045
20050930,-0.01169,-0.019247,0.008354,0.022108,0.048135,2981.666,0.043797,1063.806,-0.032616796,4.16,0.31789151,0.002006513,6.32,5.37,4.47,4.39,3.89,66.47,0.506666667,0.476666667,-3.950726649
20051230,0.001313,0.005457,0.009258,-0.010061,0.022129,3047.647,0.017167,1082.068,0.011557246,4.59,0.313477957,0.002790881,6.41,5.53,4.72,4.72,4.51,69.83,-0.176666667,-0.256666667,-4.046363031
20060331,-0.010104,-0.024105,0.010441,0.015244,0.058108,3224.741,0.053438,1139.891,-0.037155631,4.99,0.316009441,0.002169177,6.78,5.89,5.11,5.07,4.79,72.67,0.493333333,2.863333333,-4.061964944
20060630,-0.002147,-0.006786,0.01152,0.015516,-0.018841,3163.984,-0.023729,1112.842,-0.020550185,5.25,0.31485029,0.00405777,6.43,5.51,4.72,4.67,4.81,74.49,2.006666667,-1.58,-4.002782164
20060929,0.034856,0.050125,0.013159,0.000001,0.04304,3300.162,0.038495,1155.682,0.080065567,5.24,0.300593284,0.00243428,6.22,5.32,4.56,4.53,4.85,78.57,0.423333333,-1.51,-4.009744016
20061229,0.005014,0.004771,0.012383,-0.005421,0.073225,3541.816,0.067871,1234.119,0.013539812,5.26,0.2816824,0.001400289,6.27,5.3,4.56,4.48,4.94,81.51,1.07,0.496666667,-4.032966844
20070330,0.017831,0.014043,0.012635,0.017602,0.018137,3606.056,0.013666,1250.984,-0.000188149,5.25,0.269050014,0.003514851,6.7,5.79,5.1,5.03,4.61,83.15,-0.143333333,0.456666667,-4.025527896
20070629,-0.005927,-0.014534,0.012872,0.014609,0.064393,3838.262,0.059178,1325.015,-0.018789272,4.94,0.24789561,0.002751122,6.59,5.74,4.52,4.2,3.89,84.92074431,-0.77,-0.423333333,-4.041311143
20070928,0.041009,0.040965,0.013697,0.000663,0.019583,3913.428,0.01508,1344.996,0.025612703,4.24,0.239207437,0.009428738,6.65,5.49,4.1,3.49,3,78.60074431,-2.476666667,-1.643333333,-4.017941952
20071231,0.045755,0.054015,0.010719,0.007415,-0.029045,3799.763,-0.034001,1299.265,0.019616475,2.61,0.250582973,0.009665044,6.89,5.51,3.51,2.48,1.26,66.18074431,-1.43,-0.733333333,-3.963796284
20080331,0.054042,0.059771,0.009139,0.016626,-0.092391,3448.698,-0.096891,1173.378,-0.011280139,2,0.254057567,0.014395103,7.07,5.68,4.1,3.49,1.86,60.39074431,0.856666667,-0.063333333,-3.848663027
20080630,-0.032021,-0.024511,0.003181,0.024761,-0.008421,3419.657,-0.013807,1157.177,-0.024837072,1.81,0.274491388,0.00796953,7.31,5.65,3.69,2.88,1.13,51.37,-1.583333333,0.953333333,-3.842937337
20080930,0.025525,0.02144,0.005689,-0.000147,-0.100139,3077.216,-0.10493,1035.754,-0.085324068,0.16,0.287123548,0.031688498,8.43,5.05,2.42,1.52,0.03,45.95,4.576666667,1.633333333,-3.749259859
20081231,0.08091,0.114308,0.002296,-0.039102,-0.238178,2344.291,-0.244019,783.0105,0.233587252,0.18,0.354984225,0.114435524,8.42,5.5,2.82,1.82,0.21,14.88,-3.053333333,-0.556666667,-3.495111996
20090331,-0.003527,-0.014897,0.000593,0.011801,-0.098068,2114.391,-0.105454,700.4387,-0.124356081,0.21,0.446140845,0.042296687,7.5,5.61,3.72,2.71,0.18,6.86,-4.963333333,0.073333333,-3.386331121
20090630,-0.036869,-0.048937,0.000585,0.014029,0.181999,2499.209,0.174899,822.945,0.082354666,0.15,0.401876406,0.01740468,6.31,5.13,3.4,2.37,0.12,7.51,0.86,1.683333333,-3.606040435
20090930,0.022173,0.029009,0.000687,0.001279,0.167607,2918.093,0.16176,956.0645,0.110847998,0.12,0.349521431,0.007861546,6.37,5.26,3.59,2.34,0.05,12.54,4.653333333,1.21,-3.789303905
20091231,-0.005978,-0.023185,0.000365,-0.000092,0.057351,3085.449,0.051564,1005.363,-0.021658154,0.16,0.32553066,0.006832806,6.27,5.27,3.73,2.43,0.15,50.97,-1.45,-0.21,-3.86378508
20100331,0.015236,0.008513,0.000119,0.007788,0.061174,3274.198,0.056135,1061.799,0.018038891,0.18,0.38187817,0.004998398,6.23,4.88,3.2,2,0.12,60.93,1.856666667,1.006666667,-3.95299334
20100630,0.043114,0.077504,0.000376,0.001535,-0.110056,2913.853,-0.114656,940.0578,0.083982097,0.19,0.424176542,0.015493385,5.66,4.53,2.65,1.41,0.15,67.1,-1.356666667,1.016666667,-3.835590308
20100930,0.030262,0.041686,0.000365,0.002175,0.118885,3260.265,0.112602,1045.91,0.049770133,0.18,0.384305783,0.008390625,6.1,5.02,3.29,1.93,0.14,71.86,-1.78,0.363333333,-3.889754041
20101231,-0.028164,-0.050813,0.000425,0.003387,0.115708,3637.504,0.109328,1160.257,-0.029411197,0.14,0.358100317,0.00365008,6.03,5.13,3.41,2.11,0.1,77.35,0.106666667,1.84,-3.941564536
20110331,-0.001643,-0.000908,0.000437,0.019563,0.062667,3865.455,0.057922,1227.462,-0.011579102,0.09,0.354269939,0.004276058,5.75,4.99,3,1.58,0.04,81.31,0.113333333,0.553333333,-3.978584522
20110630,0.034204,0.033682,0.000375,0.01009,-0.005525,3844.099,-0.010368,1214.736,0.028159731,0.08,0.351570039,0.003865482,5.27,4.09,1.98,0.9,0.01,83.87,-1.64,-0.4,-3.923027951
20110930,0.044701,0.111889,0.000156,0.00517,-0.158159,3236.118,-0.16266,1017.147,0.134100224,0.07,0.399922847,0.027968694,5.25,3.93,1.98,0.89,0.01,86.98,-1.7,-2.643333333,-3.763941618
20111230,0.009841,0.015431,0.000022,-0.005365,0.113926,3604.796,0.107184,1126.169,0.023306786,0.13,0.357232541,0.017844489,5.23,3.99,2.17,1.02,0.08,86.95,0.416666667,0.85,-3.857977779
20120330,-0.004918,-0.02128,0.000058,0.016484,0.125993,4058.976,0.120095,1261.416,-0.005853301,0.16,0.346181967,0.002427149,5.02,3.64,1.62,0.71,0.09,88.54,-0.043333333,-0.073333333,-3.924650945
20120629,0.01914,0.053719,0.000306,0.000376,-0.036492,3910.854,-0.042072,1208.345,0.067149766,0.14,0.355103885,0.006560884,4.84,3.49,1.72,0.67,0.11,87.92,-0.21,0.08,-3.83864596
20120928,0.009551,0.006855,0.000334,0.008405,0.06481,4164.318,0.058738,1279.322,0.038084071,0.16,0.340382954,0.003324674,4.63,3.65,1.72,0.7,0.07,86.5,0.856666667,-0.573333333,-3.826350036
20121231,0.000357,-0.00241,0.00038,-0.007804,0.003965,4180.829,-0.004243,1273.893,0.004940975,0.14,0.349032443,0.003863889,4.85,3.93,1.96,0.82,0.09,86.51,2.133333333,0.306666667,-3.699236934
20130328,0.002738,0.000277,0.000179,0.013815,0.104196,4616.456,0.098504,1399.377,-0.024050966,0.09,0.346129997,0.002634035,5.19,4.27,2.3,1.2,0.05,87.7,0.226666667,0.25,-3.774075859
20130628,-0.025329,-0.043673,0.000311,0.00314,0.021745,4716.84,0.015977,1421.734,-0.056907469,0.08,0.338444358,0.004945931,5.47,4.64,2.81,1.6,0.02,90.95,1.016666667,0.136666667,-3.758277374
20130930,0.008367,0.000275,0.00016,0.002762,0.064734,5022.18,0.059012,1505.633,-0.002928992,0.09,0.333521485,0.002074744,5.38,4.62,2.9,1.58,0.07,94.37,-1.136666667,1.696666667,-3.791783901
20131231,-0.009234,-0.027048,0.000167,-0.004697,0.096158,5505.104,0.090433,1641.792,0.012521004,0.08,0.304408126,0.002828315,5.06,4.38,2.72,1.64,0.05,100.2,0.356666667,-0.263333333,-3.935367102
20140331,0.008722,0.036125,0.000222,0.01392,0.019606,5613.036,0.014432,1665.486,0.056968908,0.1,0.350616066,0.003426196,4.8,4.25,2.6,1.68,0.04,100.85,0.866666667,-0.233333333,-3.911635999
20140630,0.013131,0.025197,0.000124,0.008676,0.050929,5898.899,0.04549,1741.249,0.037171002,0.09,0.342928459,0.002199856,4.8,4.11,2.53,1.77,0.02,103.12,0.043333333,-1.006666667,-3.926959066
20140930,0.000652,0.00779,0.000116,-0.001309,-0.005696,5865.3,-0.010678,1722.655,0.009953325,0.12,0.338576181,0.002216332,4.74,3.79,2.21,1.64,0.03,105.96,-0.603333333,-2.573333333,-3.900597136
20141231,0.014765,0.028963,0.000036,-0.013523,0.040297,6101.654,0.03472,1782.466,0.059224713,0.11,0.323755672,0.005087068,4.54,3.64,2.04,1.52,0.03,102.31,-0.88,1.556666667,-3.90679495
20150331,0.019033,0.024584,0.000091,0.005566,0.016256,6200.842,0.010908,1801.909,0.031933903,0.13,0.307454045,0.004760547,5.13,4.19,2.36,1.68,0.02,99.25,-1.916666667,0.986666667,-3.889095838
20150630,-0.007541,-0.029897,0.000147,0.010668,-0.00015,6199.911,-0.005329,1792.306,-0.072893237,0.14,0.310186833,0.002513477,5.34,4.07,2.17,1.49,0.02,94.91,-0.103333333,0.24,-3.876344227
20150930,0.019718,0.032003,0.000164,-0.002904,-0.081088,5697.172,-0.08605,1638.079,0.0305665,0.24,0.335611955,0.011060254,5.46,3.97,2.24,1.7,0.23,90.66,-0.31,-2.1,-3.780550393
20151231,-0.01206,-0.014718,0.000209,-0.005968,0.053867,6004.062,0.047808,1716.393,0.004004,0.36,0.313648814,0.005576188,5.13,3.82,1.89,1.38,0.29,86.53,-1.056666667,-0.386666667,-3.818787836
20160331,0.033047,0.045446,0.000758,0.006794,0.009713,6062.377,0.003641,1722.642,0.073626785,0.38,0.327954791,0.008176932,4.53,3.5,1.64,1.17,0.27,86.44,0.913333333,-0.563333333,-3.799089591
20160630,0.01512,0.029989,0.000846,0.012119,0.029434,6240.815,0.023663,1763.405,0.054534981,0.4,0.323475362,0.004677798,4.31,3.41,1.63,1.18,0.29,86.92,-0.006666667,0.356666667,-3.806823664
20160930,-0.004297,-0.006016,0.001092,0.001701,0.045551,6525.091,0.039993,1833.928,0.013928144,0.54,0.316793887,0.002429918,4.83,4.06,2.49,1.96,0.51,89.09,0.246666667,1.94,-3.823092645
20161230,-0.029913,-0.059124,0.000842,0.000017,0.039274,6781.355,0.03348,1895.327,-0.070506856,0.79,0.293479097,0.001834459,4.68,4.01,2.48,2.01,0.74,94.55,5.343333333,0.393333333,-3.838657755
20170331,0.006928,0.012053,0.001212,0.009813,0.058435,7177.624,0.053138,1996.041,0.012737336,1.04,0.281598889,0.001134797,4.37,3.68,2.19,1.77,0.98,100.29,-2.58,-0.62,-3.89986284
20170630,0.008075,0.017674,0.002079,0.004734,0.028919,7385.192,0.023529,2043.006,0.051836216,1.15,0.272545228,0.001341186,4.3,3.63,2.2,1.8,1.03,104.02,-1.433333333,0.113333333,-3.903096464
20170929,0.003609,-0.000329,0.002699,0.007609,0.046624,7729.52,0.041214,2127.206,0.01761265,1.3,0.259706167,0.00126948,4.22,3.51,2.4,2.18,1.32,107.08,0.166666667,0.49,-3.913584417
20171229,-0.006103,-0.001523,0.002835,-0.001196,0.060719,8198.846,0.055371,2244.992,0.035461349,1.51,0.235393343,0.000817574,4.64,3.87,2.84,2.63,1.7,109.88,0.016666667,-1.29,-3.94999481
20180329,-0.00981,-0.023974,0.003464,0.012291,-0.009499,8120.963,-0.014304,2212.88,-0.043119419,1.82,0.247353534,0.00938263,4.83,3.96,2.91,2.78,1.9,115.44,-0.893333333,0.393333333,-3.918445571
20180629,-0.000643,-0.003786,0.004499,0.009758,0.038568,8434.169,0.033335,2286.647,-0.018602128,1.95,0.245638364,0.003908262,4.88,3.98,3,2.89,2.13,122.48,-1.666666667,2.51,-3.932742857
20180928,-0.002241,-0.009975,0.004898,0.001786,0.06517,8983.826,0.059704,2423.17,0.003767077,2.27,0.225335232,0.001355739,5.13,4.02,2.83,2.68,2.37,130.39,-1.65,-1.13,-3.958991349
20181231,0.028331,0.039261,0.005777,-0.004777,-0.143803,7691.929,-0.14871,2062.822,0.010629785,2.41,0.255578166,0.014208259,4.84,3.77,2.57,2.37,2.4,132.39,0.74,-2.726666667,-3.78695509
